name,state,lat,lon
Oahe Acres,SD,44.464816,-100.344913
Oak Lane Colony,SD,43.509897,-97.741244
Oelrichs,SD,43.182023,-103.233427
Oglala,SD,43.191564,-102.709674
Okaton,SD,43.852108,-100.881366
Okreek,SD,43.348475,-100.38866
Ola,SD,43.600503,-99.211375
Old Elm Spring Colony,SD,43.491801,-97.804332
Oldham,SD,44.228201,-97.309527
Olivet,SD,43.24303,-97.674674
Onaka,SD,45.19118,-99.464715
Onida,SD,44.704872,-100.067506
Oral,SD,43.406457,-103.261554
Orient,SD,44.90171,-99.088712
Orland Colony,SD,43.821573,-97.199015
Ortley,SD,45.334946,-97.204946
Parker,SD,43.397773,-97.133357
Parkston,SD,43.392946,-97.986424
Parmelee,SD,43.333681,-101.042951
Pearl Creek Colony,SD,44.326034,-97.918419
Peever,SD,45.54224,-96.956124
Peever Flats,SD,45.523388,-96.935548
Pembrook Colony,SD,45.372963,-98.993046
Philip,SD,44.040888,-101.664805
Pickstown,SD,43.067007,-98.529614
Piedmont,SD,44.217226,-103.375388
Pierpont,SD,45.495281,-97.832041
Pierre,SD,44.375163,-100.319996
Pine Lakes Addition,SD,43.551171,-96.635433
Pine Ridge,SD,43.026919,-102.552352
Plainview Colony,SD,45.581164,-99.011491
Plankinton,SD,43.715421,-98.483616
Platte,SD,43.386903,-98.843451
Platte Colony,SD,43.467898,-99.126223
Pleasant Valley Colony,SD,44.058869,-96.470966
Poinsett Colony,SD,44.64142,-96.900264
Pollock,SD,45.900515,-100.288525
Porcupine,SD,43.268525,-102.335259
Prairie City,SD,45.536054,-102.817088
Prairiewood Village,SD,45.509376,-98.419403
Presho,SD,43.907158,-100.05837
Pringle,SD,43.608994,-103.594582
Provo,SD,43.193653,-103.832937
Pukwana,SD,43.779139,-99.184293
Quinn,SD,43.98658,-102.126346
Ramona,SD,44.119872,-97.215415
Rapid City,SD,44.071071,-103.217924
Rapid Valley,SD,44.067458,-103.122315
Ravinia,SD,43.136494,-98.426861
Raymond,SD,44.910547,-97.937258
Redfield,SD,44.873315,-98.519214
Ree Heights,SD,44.515823,-99.200525
Reliance,SD,43.880401,-99.601172
Renner Corner,SD,43.648746,-96.702072
Revillo,SD,45.015315,-96.571104
Richland,SD,42.763417,-96.64785
Riverside Colony,SD,44.478097,-98.137241
Rockham,SD,44.90428,-98.823412
Rockport Colony,SD,43.581986,-97.843052
Rolland Colony,SD,44.3437,-96.59226
Roscoe,SD,45.450093,-99.336714
Rosebud,SD,43.238697,-100.815038
Rosedale Colony,SD,43.626716,-97.875335
Rosholt,SD,45.866192,-96.731776
Roslyn,SD,45.496614,-97.492699
Roswell,SD,44.005973,-97.697451
Rowena,SD,43.519088,-96.556151
Running Water,SD,42.782167,-97.981669
Rustic Acres Colony,SD,43.869779,-97.098962
St. Charles,SD,43.088126,-99.094883
St. Francis,SD,43.142605,-100.902786
St. Lawrence,SD,44.516607,-98.937878
St. Onge,SD,44.545747,-103.719856
Salem,SD,43.722825,-97.389306
Scotland,SD,43.148189,-97.719838
Selby,SD,45.50573,-100.032904
Seneca,SD,45.060804,-99.509165
Shamrock Colony,SD,44.620961,-97.965059
Shannon Colony,SD,43.982612,-97.425074
Sherman,SD,43.757545,-96.475742
Shindler,SD,43.467706,-96.635522
Sicangu Village,SD,43.013755,-100.575718
Silver Lake Colony,SD,44.865552,-97.608671
Sinai,SD,44.244494,-97.044031
Sioux Falls,SD,43.540696,-96.731962
Sisseton,SD,45.662499,-97.045293
Smithwick,SD,43.297581,-103.216297
Soldier Creek,SD,43.332643,-100.896809
South Shore,SD,45.10151,-96.930111
Spearfish,SD,44.492094,-103.819652
Spencer,SD,43.727466,-97.59111
Spink Colony,SD,44.744949,-98.289184
Spring Creek,SD,43.11537,-101.030689
Spring Creek Colony,SD,45.907694,-98.880645
Springfield,SD,42.86235,-97.896454
Spring Lake Colony,SD,44.23495,-97.174803
Spring Valley Colony,SD,44.039516,-98.881321
Stephan,SD,44.249138,-99.456674
Stickney,SD,43.589304,-98.437636
Stockholm,SD,45.103038,-96.798352
Storla,SD,43.862499,-98.352622
Strandburg,SD,45.044067,-96.760441
Stratford,SD,45.317449,-98.30434
Sturgis,SD,44.411998,-103.500609
Summerset,SD,44.193309,-103.342237
Summit,SD,45.305574,-97.039106
Sunset Colony,SD,45.809492,-97.885151
Swift Bird,SD,45.060062,-100.354509
Tabor,SD,42.947672,-97.65939
Tea,SD,43.455626,-96.823997
Thunderbird Colony,SD,45.191069,-99.262278
Timber Lake,SD,45.429414,-101.071434
Tolstoy,SD,45.208148,-99.613985
Toronto,SD,44.572404,-96.641368
Trent,SD,43.906265,-96.657813
Tripp,SD,43.22541,-97.965829
Tschetter Colony,SD,43.368277,-97.693282
Tulare,SD,44.738221,-98.508932
Turton,SD,45.048957,-98.097407
Twin Brooks,SD,45.208974,-96.785505
Two Strike,SD,43.216362,-100.908211
Tyndall,SD,42.98987,-97.864223
Upland Colony,SD,43.877143,-97.977538
Utica,SD,42.981085,-97.496661
Vale,SD,44.618315,-103.39868
Valley Springs,SD,43.582079,-96.46587
Veblen,SD,45.861989,-97.28691
Verdon,SD,45.244189,-98.09919
Vermillion,SD,42.7814,-96.925402
Viborg,SD,43.172235,-97.082427
Vienna,SD,44.703163,-97.50002
Vilas,SD,44.008433,-97.595616
Virgil,SD,44.290937,-98.4276
Vivian,SD,43.927267,-100.301123
Volga,SD,44.321837,-96.922204
Volin,SD,42.958621,-97.181185
Wagner,SD,43.07695,-98.291425
Wakonda,SD,43.008115,-97.105974
Wakpala,SD,45.659402,-100.535546
Wall,SD,43.994057,-102.24493
Wallace,SD,45.084459,-97.478129
Wanblee,SD,43.571404,-101.660917
Ward,SD,44.154813,-96.462592
Warner,SD,45.325174,-98.495239
Wasta,SD,44.069531,-102.446368
Watertown,SD,44.909188,-97.155685
Waubay,SD,45.334533,-97.305474
Waverly,SD,44.99867,-96.974135
Webster,SD,45.336562,-97.521829
Wentworth,SD,43.996945,-96.964546
Wessington,SD,44.455112,-98.69679
Wessington Springs,SD,44.080526,-98.571223
West Brule,SD,44.072742,-99.638363
Westport,SD,45.647806,-98.498118
Westwood Colony,SD,45.892867,-97.781406
Wetonka,SD,45.624216,-98.771741
White,SD,44.435904,-96.64601
Whitehorse,SD,45.274631,-100.901179
White Horse,SD,43.310101,-100.597686
White Lake,SD,43.72828,-98.712023
White River,SD,43.567068,-100.744875
White Rock,SD,45.924744,-96.576176
White Rock Colony,SD,45.910569,-96.635908
Whitewood,SD,44.461761,-103.638097
Willow Lake,SD,44.627901,-97.638057
Wilmot,SD,45.409104,-96.854561
Winfred,SD,43.998795,-97.361614
Winner,SD,43.377613,-99.855064
Wolf Creek Colony,SD,43.352777,-97.616014
Wolsey,SD,44.410763,-98.473892
Wonderland Homes,SD,44.204118,-103.344542
Wood,SD,43.497059,-100.480158
Woonsocket,SD,44.054198,-98.271711
Worthing,SD,43.330046,-96.768247
Wounded Knee,SD,43.143548,-102.368236
Yale,SD,44.433455,-97.987907
Yankton,SD,42.889751,-97.392687
